epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,0.689229,2.09463,3.29981,1.81843,0,0,0,0,0,13.7812,0,0,0,0
2,1.14285,2.06369,3.22715,1.93747,0,0,0,0,0,13.7812,0,1.6505e-05,1.6505e-05,1.6505e-05
3,1.56634,1.85033,3.29307,1.66633,0,0,0,0,0,13.7812,0,3.26799e-05,3.26799e-05,3.26799e-05
4,2.04058,1.9552,3.34142,1.79879,0,0,0,0,0,13.7812,0,4.85247e-05,4.85247e-05,4.85247e-05
5,2.51083,1.74352,3.22893,1.66689,0,0,0,0,0,13.7812,0,6.40395e-05,6.40395e-05,6.40395e-05
6,2.98249,1.66664,2.97916,1.576,0,0,0,0,0,13.7812,0,7.92242e-05,7.92242e-05,7.92242e-05
7,3.45697,2.05844,3.00408,1.95494,0,0,0,0,0,13.7734,0,9.40788e-05,9.40788e-05,9.40788e-05
8,3.93407,1.63309,3.09592,1.56105,0,0,0,0,0,13.7578,0,0.000108603,0.000108603,0.000108603
9,4.40254,1.53779,2.9432,1.58064,0,0,0,0,0,13.7578,0,0.000122798,0.000122798,0.000122798
10,4.87975,1.487,2.85116,1.46616,0,0,0,0,0,13.6484,0,0.000136662,0.000136662,0.000136662
11,5.34015,1.65401,2.85097,1.54205,0,0,0,0,0,13.6484,0,0.000150197,0.000150197,0.000150197
12,5.81271,1.37679,2.8915,1.37124,0,0,0,0,0,13.375,0,0.000163401,0.000163401,0.000163401
13,6.34476,1.39657,2.79271,1.40299,0,0,0,0,0,13.375,0,0.000176275,0.000176275,0.000176275
14,6.81469,1.15662,2.5378,1.29522,0,0,0,0,0,13.1641,0,0.000188819,0.000188819,0.000188819
15,7.2549,1.22983,2.4938,1.29237,0,0,0,0,0,13.1641,0,0.000201034,0.000201034,0.000201034
16,7.74497,1.14732,2.50962,1.30207,0,0,0,0,0,13.1797,0,0.000212918,0.000212918,0.000212918
17,8.19388,1.28678,2.55316,1.28871,0,0,0,0,0,13.1797,0,0.000224472,0.000224472,0.000224472
18,8.66565,1.49816,2.3392,1.45254,0,0,0,0,0,13.9766,0,0.000235695,0.000235695,0.000235695
19,9.11774,1.30904,2.31362,1.21291,0,0,0,0,0,13.9766,0,0.000246589,0.000246589,0.000246589
20,9.61672,1.33709,2.20099,1.30087,0,0,0,0,0,15.9609,0,0.000257153,0.000257153,0.000257153
21,10.0809,1.06798,2.08896,1.13331,0,0,0,0,0,15.9609,0,0.000267387,0.000267387,0.000267387
22,10.5604,1.18138,2.0723,1.21282,0,0,0,0,0,18.5312,0,0.00027729,0.00027729,0.00027729
23,11.0014,1.01195,1.92677,1.15176,0,0,0,0,0,18.5312,0,0.000286864,0.000286864,0.000286864
24,11.4751,1.10187,2.0546,1.16906,0,0,0,0,0,18.5312,0,0.000296108,0.000296108,0.000296108
25,11.9682,1.17053,1.93819,1.20051,0,0,0,0,0,21.2344,0,0.000305021,0.000305021,0.000305021
26,12.442,1.09551,1.84146,1.1163,0,0,0,0,0,21.2344,0,0.000313604,0.000313604,0.000313604
27,12.9082,1.25444,1.91156,1.2082,0,0,0,0,0,21.2344,0,0.000321858,0.000321858,0.000321858
28,13.4053,1.27029,1.9045,1.26018,0,0,0,0,0,23.3438,0,0.000329781,0.000329781,0.000329781
29,13.9546,1.03553,1.68137,1.10206,0,0,0,0,0,23.3438,0,0.000337374,0.000337374,0.000337374
30,14.4237,1.31347,1.71859,1.19536,0,0,0,0,0,23.3438,0,0.000344637,0.000344637,0.000344637
31,14.8801,1.1244,1.71039,1.14249,0,0,0,0,0,27.4688,0,0.00035157,0.00035157,0.00035157
32,15.3347,1.25262,1.74106,1.23507,0,0,0,0,0,27.4688,0,0.000358173,0.000358173,0.000358173
33,15.8009,1.21062,1.64418,1.22609,0,0,0,0,0,27.4688,0,0.000364446,0.000364446,0.000364446
34,16.283,1.07416,1.62824,1.15398,0,0,0,0,0,37.5312,0,0.000370389,0.000370389,0.000370389
35,16.7629,1.06866,1.5512,1.09387,0,0,0,0,0,37.5312,0,0.000376002,0.000376002,0.000376002
36,17.2408,1.03365,1.46607,1.13816,0,0,0,0,0,37.5312,0,0.000381285,0.000381285,0.000381285
37,17.7281,1.00641,1.39077,1.11841,0,0,0,0,0,37.5312,0,0.000386237,0.000386237,0.000386237
38,18.2196,1.16641,1.53488,1.11068,0,0,0,0,0,59.1562,0,0.00039086,0.00039086,0.00039086
39,18.6804,1.11789,1.49416,1.15941,0,0,0,0,0,59.1562,0,0.000395152,0.000395152,0.000395152
40,19.1443,1.20929,1.60272,1.16413,0,0,0,0,0,59.1562,0,0.000399115,0.000399115,0.000399115
41,19.6074,1.25222,1.57949,1.19946,0,0,0,0,0,59.1562,0,0.000402747,0.000402747,0.000402747
42,20.0806,1.03172,1.48287,1.09968,0,0,0,0,0,99.4375,0,0.00040605,0.00040605,0.00040605
43,20.53,1.05815,1.17344,1.14838,0,0,0,0,0,99.4375,0,0.000409022,0.000409022,0.000409022
44,21.007,0.99391,1.31811,1.06151,0,0,0,0,0,99.4375,0,0.000411664,0.000411664,0.000411664
45,21.4667,0.98576,1.2559,1.04587,0,0,0,0,0,99.4375,0,0.000413976,0.000413976,0.000413976
46,22.0278,1.01395,1.33876,1.12588,0,0,0,0,0,140,0,0.000415958,0.000415958,0.000415958
47,22.5536,0.90885,1.0979,1.0516,0,0,0,0,0,140,0,0.00041761,0.00041761,0.00041761
48,23.0498,1.34455,1.39919,1.24971,0,0,0,0,0,140,0,0.000418932,0.000418932,0.000418932
49,23.5188,0.98175,1.22433,1.11647,0,0,0,0,0,140,0,0.000419924,0.000419924,0.000419924
50,24.0046,0.96695,1.21547,1.07542,0,0,0,0,0,163.75,0,0.000420586,0.000420586,0.000420586
51,24.5336,0.98622,1.1252,1.07644,0,0,0,0,0,163.75,0,0.000420918,0.000420918,0.000420918
52,25.0114,0.99441,1.10157,1.1276,0,0,0,0,0,163.75,0,0.000420919,0.000420919,0.000420919
53,25.485,0.89199,1.04862,1.02103,0,0,0,0,0,163.75,0,0.000420591,0.000420591,0.000420591
54,25.9365,1.06915,1.22361,1.07997,0,0,0,0,0,163.75,0,0.000419932,0.000419932,0.000419932
55,26.5107,0.98289,1.15224,1.11648,0,0,0,0,0,152.25,0,0.000418944,0.000418944,0.000418944
56,27.0855,1.14907,1.08324,1.12428,0,0,0,0,0,152.25,0,0.000417625,0.000417625,0.000417625
57,27.6189,1.08422,1.26579,1.07846,0,0,0,0,0,152.25,0,0.000415977,0.000415977,0.000415977
58,28.1666,0.94762,1.0174,1.01761,0,0,0,0,0,152.25,0,0.000413998,0.000413998,0.000413998
59,28.6886,1.10283,1.12046,1.11262,0,0,0,0,0,152.25,0,0.000411689,0.000411689,0.000411689
60,29.2457,0.86594,1.05167,1.01453,0,0,0,0,0,128,0,0.00040905,0.00040905,0.00040905
61,29.8187,0.90381,0.95069,1.01096,0,0,0,0,0,128,0,0.000406081,0.000406081,0.000406081
62,30.4889,1.00617,1.16896,1.12264,0,0,0,0,0,128,0,0.000402782,0.000402782,0.000402782
63,30.965,0.94224,0.95753,1.04735,0,0,0,0,0,128,0,0.000399153,0.000399153,0.000399153
64,31.4426,1.12168,1.12168,1.14614,0,0,0,0,0,128,0,0.000395194,0.000395194,0.000395194
65,31.9686,0.84734,1.03884,1.02284,0,0,0,0,0,125.75,0,0.000390905,0.000390905,0.000390905
66,32.5397,0.85085,0.94364,1.04369,0,0,0,0,0,125.75,0,0.000386286,0.000386286,0.000386286
67,33.3626,0.8812,0.89273,1.02963,0,0,0,0,0,125.75,0,0.000381336,0.000381336,0.000381336
68,33.8932,0.89454,0.89627,1.0425,0,0,0,0,0,125.75,0,0.000376057,0.000376057,0.000376057
