epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
55,26.8555,0.98289,1.15224,1.11648,0,0,0,0,0,152.25,0,0.000418944,0.000418944,0.000418944
56,27.3048,1.14907,1.08324,1.12428,0,0,0,0,0,152.25,0,0.000417625,0.000417625,0.000417625
57,27.7556,1.08422,1.26579,1.07846,0,0,0,0,0,152.25,0,0.000415977,0.000415977,0.000415977
58,28.2509,0.94762,1.0174,1.01761,0,0,0,0,0,152.25,0,0.000413998,0.000413998,0.000413998
59,28.723,1.10283,1.12046,1.11262,0,0,0,0,0,152.25,0,0.000411689,0.000411689,0.000411689
60,29.2086,0.86594,1.05167,1.01453,0,0,0,0,0,128,0,0.00040905,0.00040905,0.00040905
61,29.6956,0.90381,0.95069,1.01096,0,0,0,0,0,128,0,0.000406081,0.000406081,0.000406081
62,30.2707,1.00617,1.16896,1.12264,0,0,0,0,0,128,0,0.000402782,0.000402782,0.000402782
63,30.7307,0.94224,0.95753,1.04735,0,0,0,0,0,128,0,0.000399153,0.000399153,0.000399153
64,31.1949,1.12168,1.12168,1.14614,0,0,0,0,0,128,0,0.000395194,0.000395194,0.000395194
65,31.666,0.84734,1.03884,1.02284,0,0,0,0,0,125.75,0,0.000390905,0.000390905,0.000390905
66,32.1528,0.85085,0.94364,1.04369,0,0,0,0,0,125.75,0,0.000386286,0.000386286,0.000386286
67,32.6255,0.8812,0.89273,1.02963,0,0,0,0,0,125.75,0,0.000381336,0.000381336,0.000381336
68,33.0875,0.89454,0.89627,1.0425,0,0,0,0,0,125.75,0,0.000376057,0.000376057,0.000376057
69,33.5762,0.91566,0.96021,1.01872,0,0,0,0,0,125.75,0,0.000370447,0.000370447,0.000370447
70,34.0651,1.05425,1.0726,1.10265,0,0,0,0,0,125.75,0,0.000364508,0.000364508,0.000364508
71,34.5909,0.78165,0.92032,0.98443,0,0,0,0,0,135.625,0,0.000358238,0.000358238,0.000358238
