epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
77,223.268,0.96054,0.64625,0.98128,0.93684,0.95284,0.97264,0.72133,0.96962,0.65433,0.98568,0.000412749,0.000412749,0.000412749
78,225.572,0.95807,0.6233,0.97085,0.93668,0.94581,0.97744,0.72825,0.9563,0.63754,0.97952,0.000396246,0.000396246,0.000396246
79,227.887,0.94138,0.62751,0.97995,0.93636,0.96833,0.98008,0.73663,0.94315,0.62454,0.97367,0.000379743,0.000379743,0.000379743
80,230.221,0.98093,0.63965,0.97829,0.92143,0.97369,0.97906,0.73553,0.94112,0.62305,0.97226,0.000363239,0.000363239,0.000363239
81,232.542,0.96641,0.62712,0.96856,0.91925,0.98051,0.98024,0.73404,0.9425,0.62479,0.97136,0.000346736,0.000346736,0.000346736
82,234.872,0.97211,0.63049,0.97676,0.93336,0.96925,0.98122,0.72724,0.95994,0.61976,0.9736,0.000330233,0.000330233,0.000330233
83,237.168,0.97199,0.62271,0.97832,0.93759,0.97467,0.98139,0.72523,0.9557,0.61541,0.97188,0.000313729,0.000313729,0.000313729
84,239.425,0.925,0.63619,0.96341,0.94172,0.97604,0.98285,0.73136,0.941,0.61198,0.97061,0.000297226,0.000297226,0.000297226
85,241.734,0.93571,0.60927,0.96353,0.93885,0.98238,0.98309,0.73073,0.93644,0.61144,0.97153,0.000280723,0.000280723,0.000280723
86,244.107,0.94151,0.63592,0.98503,0.94587,0.96528,0.98115,0.74036,0.9312,0.61061,0.96755,0.00026422,0.00026422,0.00026422
87,246.413,0.97746,0.62061,0.98294,0.94462,0.95083,0.98101,0.73494,0.93726,0.61412,0.96724,0.000247716,0.000247716,0.000247716
88,248.718,0.92439,0.60752,0.96723,0.91546,0.98108,0.98088,0.73407,0.94426,0.61607,0.96801,0.000231213,0.000231213,0.000231213
89,251.051,0.92703,0.59824,0.9572,0.93518,0.95563,0.97974,0.73274,0.94823,0.61615,0.96875,0.00021471,0.00021471,0.00021471
90,253.508,0.91676,0.64829,0.98422,0.93448,0.95918,0.97902,0.74491,0.9276,0.60861,0.9649,0.000198206,0.000198206,0.000198206
91,255.696,0.92227,0.67133,0.97098,0.936,0.9518,0.97931,0.74152,0.9217,0.61224,0.96487,0.000181703,0.000181703,0.000181703
92,257.882,0.9226,0.65116,0.96013,0.9284,0.96688,0.97937,0.73955,0.92709,0.61939,0.96793,0.0001652,0.0001652,0.0001652
93,260.053,0.94034,0.66774,0.97195,0.92098,0.95336,0.97813,0.73461,0.93668,0.62685,0.97012,0.000148696,0.000148696,0.000148696
94,262.231,0.95262,0.67252,0.98656,0.91976,0.94357,0.97282,0.71684,0.97143,0.63733,0.97796,0.000132193,0.000132193,0.000132193
95,264.383,0.91701,0.61772,0.95862,0.94003,0.92858,0.97015,0.7152,0.97638,0.63989,0.97938,0.00011569,0.00011569,0.00011569
96,266.547,0.90367,0.61101,0.953,0.92937,0.93873,0.97255,0.71769,0.96511,0.62947,0.97625,9.91865e-05,9.91865e-05,9.91865e-05
97,268.765,0.90288,0.6,0.96289,0.92877,0.93971,0.97249,0.72807,0.94976,0.62136,0.97195,8.26832e-05,8.26832e-05,8.26832e-05
98,270.937,0.92378,0.66235,0.96226,0.93587,0.92573,0.97698,0.73905,0.9215,0.60287,0.96386,6.61799e-05,6.61799e-05,6.61799e-05
99,273.085,0.88491,0.58673,0.94731,0.93792,0.92343,0.97784,0.74506,0.9159,0.60022,0.96214,4.96766e-05,4.96766e-05,4.96766e-05
100,275.237,0.89244,0.59368,0.94038,0.94074,0.92731,0.97843,0.74897,0.91102,0.59981,0.96044,3.31733e-05,3.31733e-05,3.31733e-05
